"Date";"Tm";"at";"Opp";"Result";"Player";"Dist";"Good.";"Blk.";"Pressure";"Altitude";"Roof.type";"Field"
"2019-09-29";"IND";"";"OAK";"L 24-31";"Adam Vinatieri";26;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-29";"NOR";"";"DAL";"W 12-10";"Wil Lutz";26;1;"no";"Regular Season";"no";"dome";"grass"
"2019-11-18";"LAC";"";"KAN";"L 17-24";"Michael Badgley";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-22";"DET";"@";"DEN";"L 17-27";"Matt Prater";26;1;"no";"Regular Season";"yes";"open";"grass"
"2019-11-10";"MIN";"@";"DAL";"W 28-24";"Dan Bailey";26;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-15";"MIN";"@";"LAC";"W 39-10";"Dan Bailey";26;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-01";"TAM";"@";"JAX";"W 28-11";"Matt Gay";25;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-01";"WAS";"@";"CAR";"W 29-21";"Dustin Hopkins ";25;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-13";"SFO";"@";"LAR";"W 20-7";"Robbie Gould";25;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-03";"IND";"@";"PIT";"L 24-26";"Adam Vinatieri";25;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-08";"MIA";"@";"NYJ";"L 21-22";"Jason Sanders";25;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-24";"ATL";"";"TAM";"L 22-35";"Younghoe Koo";25;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-29";"CHI";"";"MIN";"W 16-6";"Eddy Pineiro ";25;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-08";"NWE";"";"PIT";"W 33-3";"Stephen Gostkowski";25;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-28";"DET";"";"CHI";"L 20-24";"Matt Prater";25;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-15";"PHI";"@";"WAS";"W 37-27";"Jake Elliott";25;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-29";"JAX";"@";"DEN";"W 26-24";"Josh Lambo";25;1;"no";"Regular Season";"yes";"open";"grass"
"2019-09-15";"DAL";"@";"WAS";"W 31-21";"Brett Maher";25;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-08";"PIT";"@";"ARI";"W 23-17";"Chris Boswell";25;1;"no";"Regular Season";"no";"dome";"grass"
"2019-09-08";"KAN";"@";"JAX";"W 40-26";"Harrison Butker";25;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-29";"NWE";"";"MIA";"L 24-27";"Nick Folk";25;1;"no";"Regular Season";"no";"open";"turf"
"2019-09-22";"DET";"@";"PHI";"W 27-24";"Matt Prater";25;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-22";"PHI";"";"DET";"L 24-27";"Jake Elliott";25;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-21";"HOU";"@";"TAM";"W 23-20";"Ka'imi Fairbairn";25;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-20";"LAR";"@";"ATL";"W 37-10";"Greg Zuerlein";25;1;"no";"Regular Season";"no";"dome";"turf"
"2019-10-20";"BAL";"@";"SEA";"W 30-16";"Justin Tucker";25;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-27";"CHI";"";"LAC";"L 16-17";"Eddy Pineiro ";25;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-04";"NYG";"";"DAL";"L 18-37";"Aldrick Rosas";25;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-10";"IND";"";"MIA";"L 12-16";"Adam Vinatieri";25;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-29";"DET";"";"KAN";"L 30-34";"Matt Prater";25;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-22";"MIN";"";"OAK";"W 34-14";"Dan Bailey";24;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-29";"CLE";"@";"BAL";"W 40-25";"Austin Seibert";24;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-24";"DET";"@";"WAS";"L 16-19";"Matt Prater";24;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-24";"SEA";"@";"PHI";"W 17-9";"Jason Myers";24;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-03";"KAN";"";"MIN";"W 26-23";"Harrison Butker";24;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-28";"DET";"";"CHI";"L 20-24";"Matt Prater";24;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-15";"LAR";"";"NOR";"W 27-9";"Greg Zuerlein";24;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-15";"KAN";"";"DEN";"W 23-3";"Harrison Butker";24;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-01";"CIN";"";"NYJ";"W 22-6";"Randy Bullock";24;1;"no";"Regular Season";"no";"open";"turf"
"2019-12-15";"MIA";"@";"NYG";"L 20-36";"Jason Sanders";24;1;"no";"Regular Season";"no";"open";"turf"
"2019-09-29";"SEA";"@";"ARI";"W 27-10";"Jason Myers";24;1;"no";"Regular Season";"no";"dome";"grass"
"2019-09-22";"SFO";"";"PIT";"W 24-20";"Robbie Gould";24;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-27";"JAX";"";"NYJ";"W 29-15";"Josh Lambo";24;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-24";"CHI";"";"NYG";"W 19-14";"Eddy Pineiro ";24;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-27";"TAM";"@";"TEN";"L 23-27";"Matt Gay";24;1;"no";"Regular Season";"no";"open";"grass"
"2020-01-12";"KAN";"";"HOU";"W 51-31";"Harrison Butker";24;1;"no";"Playoffs";"no";"open";"grass"
"2019-11-24";"NYJ";"";"OAK";"W 34-3";"Sam Ficken";24;1;"no";"Regular Season";"no";"open";"turf"
"2019-09-16";"CLE";"@";"NYJ";"W 23-3";"Austin Seibert";23;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-03";"DET";"@";"OAK";"L 24-31";"Matt Prater";23;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-27";"LAR";"";"CIN";"W 24-10";"Greg Zuerlein";23;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-08";"JAX";"";"KAN";"L 26-40";"Josh Lambo";23;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-22";"TAM";"";"NYG";"L 31-32";"Matt Gay";23;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-06";"NWE";"@";"WAS";"W 33-7";"Mike Nugent";23;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-29";"CAR";"";"NOR";"L 10-42";"Joey Slye";23;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-29";"KAN";"@";"DET";"W 34-30";"Harrison Butker";23;1;"no";"Regular Season";"no";"dome";"turf"
"2019-11-10";"DAL";"";"MIN";"L 24-28";"Brett Maher";23;1;"no";"Regular Season";"no";"dome";"turf"
"2019-10-06";"CIN";"";"ARI";"L 23-26";"Randy Bullock";23;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-06";"ARI";"@";"CIN";"W 26-23";"Zane Gonzalez";23;1;"no";"Regular Season";"no";"open";"turf"
"2019-12-29";"OAK";"@";"DEN";"L 15-16";"Daniel Carlson";23;1;"no";"Regular Season";"yes";"open";"grass"
"2019-11-24";"BUF";"";"DEN";"W 20-3";"Stephen Hauschka";23;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-14";"GNB";"";"DET";"W 23-22";"Mason Crosby";23;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-22";"ATL";"";"JAX";"W 24-12";"Younghoe Koo";23;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-22";"CLE";"";"LAR";"L 13-20";"Austin Seibert";23;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-06";"CIN";"";"ARI";"L 23-26";"Randy Bullock";23;1;"no";"Regular Season";"no";"open";"turf"
"2019-12-01";"NWE";"@";"HOU";"L 22-28";"Kai Forbath";23;1;"no";"Regular Season";"no";"dome";"turf"
"2019-11-17";"ATL";"@";"CAR";"W 29-3";"Younghoe Koo";23;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-29";"NWE";"@";"BUF";"W 16-10";"Stephen Gostkowski";23;1;"no";"Regular Season";"no";"open";"turf"
"2019-12-15";"KAN";"";"DEN";"W 23-3";"Harrison Butker";23;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-23";"MIN";"";"GNB";"L 10-23";"Dan Bailey";23;1;"no";"Regular Season";"no";"dome";"turf"
"2019-10-27";"CHI";"";"LAC";"L 16-17";"Eddy Pineiro ";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-20";"BAL";"@";"SEA";"W 30-16";"Justin Tucker";22;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-20";"SFO";"@";"WAS";"W 9-0";"Robbie Gould";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-22";"ARI";"@";"SEA";"W 27-13";"Zane Gonzalez";22;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-13";"CIN";"@";"BAL";"L 17-23";"Randy Bullock";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-08";"PHI";"";"WAS";"W 32-27";"Jake Elliott";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-27";"TAM";"@";"TEN";"L 23-27";"Matt Gay";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-29";"CHI";"@";"MIN";"W 21-19";"Eddy Pineiro ";22;1;"no";"Regular Season";"no";"dome";"turf"
"2019-09-22";"MIA";"@";"DAL";"L 6-31";"Jason Sanders";22;1;"no";"Regular Season";"no";"dome";"turf"
"2019-10-14";"DET";"@";"GNB";"L 22-23";"Matt Prater";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-15";"ARI";"@";"BAL";"L 17-23";"Zane Gonzalez";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-03";"NWE";"@";"BAL";"L 20-37";"Nick Folk";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-03";"SEA";"";"TAM";"W 40-34";"Jason Myers";22;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-17";"NWE";"@";"PHI";"W 17-10";"Nick Folk";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-08";"MIA";"@";"NYJ";"L 21-22";"Jason Sanders";22;1;"no";"Regular Season";"no";"open";"turf"
"2020-01-11";"BAL";"";"TEN";"L 12-28";"Justin Tucker";22;1;"no";"Playoffs";"no";"open";"grass"
"2019-12-15";"SFO";"";"ATL";"L 22-29";"Robbie Gould";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-28";"NOR";"@";"ATL";"W 26-18";"Wil Lutz";22;1;"no";"Regular Season";"no";"dome";"turf"
"2019-11-07";"OAK";"";"LAC";"W 26-24";"Daniel Carlson";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-10";"DET";"@";"CHI";"L 13-20";"Matt Prater";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-15";"HOU";"";"JAX";"W 13-12";"Ka'imi Fairbairn";22;1;"no";"Regular Season";"no";"dome";"turf"
"2019-10-06";"ARI";"@";"CIN";"W 26-23";"Zane Gonzalez";22;1;"no";"Regular Season";"no";"open";"turf"
"2019-12-29";"BAL";"";"PIT";"W 28-10";"Justin Tucker";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-13";"ARI";"";"ATL";"W 34-33";"Zane Gonzalez";22;1;"no";"Regular Season";"no";"dome";"grass"
"2019-10-13";"JAX";"";"NOR";"L 6-13";"Josh Lambo";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-15";"LAR";"";"NOR";"W 27-9";"Greg Zuerlein";22;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-17";"BUF";"@";"MIA";"W 37-20";"Stephen Hauschka";21;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-22";"IND";"";"ATL";"W 27-24";"Adam Vinatieri";21;1;"no";"Regular Season";"no";"dome";"turf"
"2020-01-11";"SFO";"";"MIN";"W 27-10";"Robbie Gould";21;1;"no";"Playoffs";"no";"open";"grass"
"2019-10-13";"WAS";"@";"MIA";"W 17-16";"Dustin Hopkins ";21;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-04";"NYG";"";"DAL";"L 18-37";"Aldrick Rosas";21;1;"no";"Regular Season";"no";"open";"turf"
"2019-11-24";"DET";"@";"WAS";"L 16-19";"Matt Prater";21;1;"no";"Regular Season";"no";"open";"grass"
"2019-11-03";"PIT";"";"IND";"W 26-24";"Chris Boswell";21;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-20";"JAX";"@";"CIN";"W 27-17";"Josh Lambo";21;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-13";"BAL";"";"CIN";"W 23-17";"Justin Tucker";21;1;"no";"Regular Season";"no";"open";"grass"
"2020-01-05";"MIN";"@";"NOR";"W 26-20";"Dan Bailey";21;1;"no";"Playoffs";"no";"dome";"grass"
"2019-09-29";"WAS";"@";"NYG";"L 3-24";"Dustin Hopkins ";21;1;"no";"Regular Season";"no";"open";"turf"
"2019-09-15";"ARI";"@";"BAL";"L 17-23";"Zane Gonzalez";21;1;"no";"Regular Season";"no";"open";"grass"
"2020-01-04";"NWE";"";"TEN";"L 13-20";"Nick Folk";21;1;"no";"Playoffs";"no";"open";"turf"
"2019-10-27";"DEN";"@";"IND";"L 13-15";"Brandon McManus";21;1;"no";"Regular Season";"no";"dome";"turf"
"2019-10-13";"NOR";"@";"JAX";"W 13-6";"Wil Lutz";21;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-29";"TAM";"@";"LAR";"W 55-40";"Matt Gay";21;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-15";"ARI";"@";"BAL";"L 17-23";"Zane Gonzalez";21;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-24";"WAS";"@";"MIN";"L 9-19";"Dustin Hopkins ";21;1;"no";"Regular Season";"no";"dome";"turf"
"2019-12-15";"ARI";"";"CLE";"W 38-24";"Zane Gonzalez";21;1;"no";"Regular Season";"no";"dome";"grass"
"2019-12-29";"JAX";"";"IND";"W 38-20";"Josh Lambo";20;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-27";"LAC";"@";"CHI";"W 17-16";"Chase McLaughlin";20;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-08";"ARI";"";"DET";"T 27-27";"Zane Gonzalez";20;1;"no";"Regular Season";"no";"dome";"grass"
"2019-10-06";"ARI";"@";"CIN";"W 26-23";"Zane Gonzalez";20;1;"no";"Regular Season";"no";"open";"turf"
"2019-12-22";"CIN";"@";"MIA";"L 35-38";"Randy Bullock";20;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-27";"SFO";"";"CAR";"W 51-13";"Robbie Gould";20;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-29";"IND";"@";"JAX";"L 20-38";"Chase McLaughlin";20;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-27";"NWE";"";"CLE";"W 27-13";"Mike Nugent";20;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-13";"PIT";"@";"LAC";"W 24-17";"Chris Boswell";20;1;"no";"Regular Season";"no";"open";"grass"
"2019-10-20";"LAR";"@";"ATL";"W 37-10";"Greg Zuerlein";20;1;"no";"Regular Season";"no";"dome";"turf"
"2019-10-17";"KAN";"@";"DEN";"W 30-6";"Harrison Butker";20;1;"no";"Regular Season";"yes";"open";"grass"
"2019-10-13";"SEA";"@";"CLE";"W 32-28";"Jason Myers";20;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-21";"NWE";"";"BUF";"W 24-17";"Nick Folk";20;1;"no";"Regular Season";"no";"open";"turf"
"2019-10-06";"GNB";"@";"DAL";"W 34-24";"Mason Crosby";20;1;"no";"Regular Season";"no";"dome";"turf"
"2019-11-17";"OAK";"";"CIN";"W 17-10";"Daniel Carlson";20;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-29";"NOR";"";"DAL";"W 12-10";"Wil Lutz";19;1;"no";"Regular Season";"no";"dome";"grass"
"2019-11-03";"NWE";"@";"BAL";"L 20-37";"Nick Folk";19;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-23";"GNB";"@";"MIN";"W 23-10";"Mason Crosby";19;1;"no";"Regular Season";"no";"dome";"turf"
"2019-10-27";"CHI";"";"LAC";"L 16-17";"Eddy Pineiro ";19;1;"no";"Regular Season";"no";"open";"grass"
"2019-12-08";"IND";"@";"TAM";"L 35-38";"Chase McLaughlin";19;1;"no";"Regular Season";"no";"open";"grass"
"2019-09-08";"PIT";"@";"NWE";"L 3-33";"Chris Boswell";19;1;"no";"Regular Season";"no";"open";"turf"
